Verslóritgerðir	Verslóritgerð	nvfn-s
hafa	hafa	sfg3fn
þann	sá	fakeo
starfa	starfi	nkeo
að	að	cn
tryggja	tryggja	sng
öryggi	öryggi	nheo
almennra	almennur	lkfesf
borgara	borgari	nkfe
þegar	þegar	c
vá	vá	nven
steðjar	steðja	sfg3en
að	að	aa
.	.	pl

Viðkomandi	viðkomandi	lvfnof
sveitarstjórnir	sveitarstjórn	nvfn
ákveða	ákveða	sfg3fn
fjölda	fjöldi	nkeo
nefndarmanna	nefndarmaður	nkfe
.	.	pl

Nefndir	nefnd	nvfn
velja	velja	sfg3fn
sér	sig	fpvfþ
sjálfar	sjálfur	fbvfn
formann	formaður	nkeo
og	og	c
varaformann	varaformaður	nkeo
.	.	pl

Sveitarstjórnir	sveitarstjórn	nvfn
bera	bera	sfg3fn
kostnað	kostnaður	nkeo
við	við	af
starf	starf	nheo
nefndanna	nefnd	nvfeg
og	og	c
geta	geta	sfg3fn
ráðið	ráða	sþghen
starfsmenn	starfsmaður	nkfo
til	til	af
þeirra	hún	fpvfe
.	.	pl

Mynd	mynd	nven
1	1	ta
:	:	pa
Skipurit	skipurit	nhen
Almannavarna	Almannavarnir	nvfe-s
ríkisins	ríki	nheeg
samkvæmt	samkvæmt	af
lögum	lag	nhfþ
nr.	nr.	ks
94/1962	94/1962	ta
.	.	pl

Núverandi	núverandi	lhenof
skipurit	skipurit	nhen
almannavarna	almannavarnir	nvfe
á	á	af
Íslandi	Ísland	nheþ-s
er	vera	sfg3en
sýnt	sýna	sþghen
hér	hér	aa
á	á	af
mynd	mynd	nveþ
1	1	ta
.	.	pl

Skipuritið	skipurit	nheng
sýnir	sýna	sfg3en
glöggt	glöggt	aa
að	að	c
almannavarnir	almannavarnir	nvfn
heyra	heyra	sfg3fn
undir	undir	af
ríkisstjórn	ríkisstjórn	nveo
Íslands	Ísland	nhee-s
.	.	pl

Það	það	fphen
sýnir	sýna	sfg3en
einnig	einnig	aa
hlutverk	hlutverk	nheo
hinna	hinn	gkfe
ýmsu	ýmis	fokfe
þátta	þáttur	nkfe
stjórnsýslunnar	stjórnsýsla	nveeg
í	í	af
skipulagi	skipulag	nheþ
almannavarna	almannavarnir	nvfe
á	á	af
Íslandi	Ísland	nheþ-s
.	.	pl

Á	á	af
myndinni	mynd	nveþg
sést	sjá	sfm3en
ríkisstjórnin	ríkisstjórn	nveng
efst	ofar	aae
,	,	pk
sem	sem	ct
æðsti	æðri	lkenve
stjórnandi	stjórnandi	nken
almannavarna	almannavarnir	nvfe
á	á	af
Íslandi	Ísland	nheþ-s
og	og	c
svo	svo	aa
dómsmálaráðherra	dómsmálaráðherra	nken
til	til	af
vinstri	vinstri	lveevf
og	og	c
heilbrigðisráðherra	heilbrigðisráðherra	nken
til	til	af
hægri	hægri	lveevf
.	.	pl

Ríkisstjórnin	ríkisstjórn	nveng
er	vera	sfg3en
fjölskipað	fjölskipaður	lhensf
stjórnvald	stjórnvald	nhen
,	,	pk
þar	þar	aa
sem	sem	c
hver	hver	foken
ráðherra	ráðherra	nken
um	um	af
sig	sig	fpkeo
fer	fara	sfg3en
með	með	af
sitt	sinn	feheo
ráðuneyti	ráðuneyti	nheo
og	og	c
ber	bera	sfg3en
á	á	af
því	það	fpheþ
stjórnsýslulega	stjórnsýslulegur	lveosf
ábyrgð	ábyrgð	nveo
.	.	pl

Ríkislögreglustjórinn	ríkislögreglustjóri	nkeng
og	og	c
verkefni	verkefni	nhfn
hans	hann	fpkee
eru	vera	sfg3fn
neðan	neðan	aa
við	við	aa
til	til	af
vinstri	vinstri	lveevf
.	.	pl

Almannavarnaráð	almannavarnaráð	nhen
er	vera	sfg3en
óbeint	óbeint	aa
tengt	tengja	sþghen
ríkisstjórninni	ríkisstjórn	nveþg
.	.	pl

Lögreglustjórar	lögreglustjóri	nkfn
hafa	hafa	sfg3fn
hlutverk	hlutverk	nheo
í	í	af
umdæmum	umdæmi	nhfþ
sínum	sinn	fehfþ
og	og	c
tengjast	tengja	sfm3fn
beint	beint	aa
ríkislögreglustjóra	ríkislögreglustjóri	nkeþ
.	.	pl

Þar	þar	aa
fyrir	fyrir	aa
neðan	neðan	aa
eru	vera	sfg3fn
almannavarnanefndir	almannavarnanefnd	nvfn
í	í	af
héraði	hérað	nheþ
.	.	pl

Lengst	lengi	aae
til	til	af
hægri	hægri	lveevf
er	vera	sfg3en
heilbrigðisráðherra	heilbrigðisráðherra	nken
,	,	pk
því	það	fpheþ
næst	nærri	afe
landlæknir	landlæknir	nken
,	,	pk
sóttvarnalæknir	sóttvarnalæknir	nken
og	og	c
heilbrigðisstofnanir	heilbrigðisstofnun	nvfn
.	.	pl

Neðst	neðar	aae
koma	koma	sfg3fn
svo	svo	aa
verkefni	verkefni	nhfn
þau	sá	fahfn
er	er	ct
leysa	leysa	sng
skal	skulu	sfg3en
á	á	af
hverju	hver	foheþ
verksviði	verksvið	nheþ
.	.	pl

Landlæknir	landlæknir	nken
fer	fara	sfg3en
með	með	af
verkefni	verkefni	nhfo
samkvæmt	samkvæmt	af
5.	5.	ta
gr.	gr.	ks
almannavarnalaga	almannavarnalög	nhfe
.	.	pl

Um	um	af
er	vera	sfg3en
ræða	ræða	sng
stjórn	stjórn	nveo
þeirra	sá	fakfe
þátta	þáttur	nkfe
almannavarna	almannavarnir	nvfe
sem	sem	ct
snerta	snerta	sfg3fn
málefni	málefni	nhfo
heilbrigðisstofnana	heilbrigðisstofnun	nvfe
,	,	pk
læknismeðferð	læknismeðferð	nveo
,	,	pk
auk	auk	af
hjúkrunar	hjúkrun	nvee
sjúkra	sjúkur	lkfesf
og	og	c
særðra	særður	lkfesf
.	.	pl

Á	á	af
verksviði	verksvið	nheþ
landlæknis	landlæknir	nkee
er	vera	sfg3en
forvarnir	forvörn	nvfn
,	,	pk
leiðbeiningar	leiðbeining	nvfn
og	og	c
almannafræðsla	almannafræðsla	nven
varðandi	varða	slg
málefni	málefni	nhfo
sem	sem	ct
ógna	ógna	sfg3fn
heilsu	heilsa	nveþ
manna	maður	nkfe
.	.	pl

Sóttvarnalæknir	sóttvarnalæknir	nken
fer	fara	sfg3en
með	með	af
stjórn	stjórn	nveo
sóttvarna	sóttvörn	nvfe
.	.	pl

Forráðamönnum	forráðamaður	nkfþ
heilbrigðisstofnana	heilbrigðisstofnun	nvfe
ber	bera	sfg3en
að	að	cn
fara	fara	sng
að	að	af
tilmælum	tilmæli	nhfþ
landlæknis	landlæknir	nkee
við	við	af
undirbúning	undirbúningur	nkeo
ráðstafana	ráðstöfun	nvfe
sem	sem	ct
nauðsynlegar	nauðsynlegur	lvfnsf
eru	vera	sfg3fn
til	til	af
að	að	cn
geta	geta	sng
veitt	veita	sþghen
sjúkum	sjúkur	lkfþsf
og	og	c
særðum	særður	lkfþsf
móttöku	móttaka	nveo
á	á	af
hættutímum	hættutími	nkfþ
.	.	pl

Þeim	hann	fpkfþ
er	vera	sfg3en
einnig	einnig	aa
skylt	skyldur	lhensf
að	að	cn
taka	taka	sng
þátt	þáttur	nkeo
í	í	af
undirbúningi	undirbúningur	nkeþ
að	að	af
stofnun	stofnun	nveþ
og	og	c
rekstri	rekstur	nkeþ
varasjúkrahúsa	varasjúkrahús	nhfe
.	.	pl

Ríkislögreglustjóra	ríkislögreglustjóri	nkeþ
er	vera	sfg3en
ætlað	ætla	sþghen
í	í	af
samráði	samráð	nheþ
við	við	af
almannavarnaráð	almannavarnaráð	nheo
samkvæmt	samkvæmt	af
6.	6.	ta
gr.	gr.	ks
almannavarnalaga	almannavarnalög	nhfe
að	að	cn
sjá	sjá	sng
um	um	af
heildarskipulagningu	heildarskipulagning	nveo
og	og	c
framkvæmd	framkvæmd	nveo
þeirra	sá	fakfe
þátta	þáttur	nkfe
sem	sem	ct
heyra	heyra	sfg3fn
undir	undir	af
ríkisvaldið	ríkisvald	nheog
.	.	pl

Helztu	heldri	lhfnve
verkefni	verkefni	nhfn
eru	vera	sfg3fn
fjarskiptamál	fjarskiptamál	nhfn
milli	milli	af
lögregluumdæma	lögregluumdæmi	nhfe
,	,	pk
vöktun	vöktun	nven
og	og	c
hættumat	hættumat	nhen
í	í	af
samráði	samráð	nheþ
við	við	af
hlutaðeigandi	hlutaðeigandi	lvfoof
stofnanir	stofnun	nvfo
,	,	pk
geislaviðbúnaður	geislaviðbúnaður	nken
í	í	af
samvinnu	samvinna	nveþ
við	við	af
Geislavarnir	Geislavörn	nvfo-s
ríkisins	ríki	nheeg
,	,	pk
viðbúnaður	viðbúnaður	nken
við	við	af
mengunaróhöppum	mengunaróhapp	nhfþ
í	í	af
samvinnu	samvinna	nveþ
við	við	af
Umhverfisstofnun	Umhverfisstofnun	nveo-s
og	og	c
landlæknisembættið	landlæknisembætti	nheog
,	,	pk
dýrasjúkdómum	dýrasjúkdómur	nkfþ
ásamt	ásamt	af
aðgerðum	aðgerð	nvfþ
í	í	af
samræmi	samræmi	nheþ
við	við	af
Landbúnaðarstofnun	Landbúnaðarstofnun	nveo-s
ef	ef	c
um	um	af
almannaheill	almannaheill	nveo
er	vera	sfg3en
að	að	cn
ræða	ræða	sng
og	og	c
forvarnir	forvörn	nvfn
hvers	hver	fokee
konar	konar	nkee
,	,	pk
auk	auk	af
viðvarana	viðvörun	nvfe
vegna	vegna	af
yfirvofandi	yfirvofandi	lheeof
eða	eða	c
viðvarandi	viðvarandi	lheeof
hættuástands	hættuástand	nhee
,	,	pk
allt	allur	fohen
í	í	af
samráði	samráð	nheþ
við	við	af
hlutaðeigandi	hlutaðeigandi	lvfoof
stofnanir	stofnun	nvfo
.	.	pl

Einnig	einnig	aa
er	vera	sfg3en
ríkislögreglustjóra	ríkislögreglustjóri	nkeþ
skylt	skyldur	lhensf
að	að	cn
sjá	sjá	sng
um	um	af
leiðbeiningar	leiðbeining	nvfo
og	og	c
almenningsfræðslu	almenningsfræðsla	nveo
,	,	pk
samhæfingu	samhæfing	nveo
á	á	af
þjálfun	þjálfun	nveþ
og	og	c
fræðslu	fræðsla	nveþ
yfirmanna	yfirmaður	nkfe
og	og	c
leiðbeinenda	leiðbeinandi	nkfe
,	,	pk
auk	auk	af
eftirlits	eftirlit	nhee
og	og	c
umsjón	umsjón	nven
með	með	af
ráðstöfunum	ráðstöfun	nvfþ
á	á	af
svið	svið	nheo
almannavarna	almannavarnir	nvfe
vegna	vegna	af
æðstu	æðri	lveeve
stjórnar	stjórn	nvee
landsins	land	nheeg
í	í	af
samræmi	samræmi	nheþ
við	við	af
nánari	náinn	lvfovm
reglur	regla	nvfo
settar	setja	sþgvfn
af	af	af
ráðherra	ráðherra	nkeþ
.	.	pl

Hann	hann	fpken
skal	skulu	sfg3en
og	og	c
halda	halda	sng
yfirlit	yfirlit	nheo
um	um	af
björgunarbúnað	björgunarbúnaður	nkeo
og	og	c
staðsetningu	staðsetning	nveo
hans	hann	fpkee
,	,	pk
skipuleggja	skipuleggja	sng
og	og	c
sjá	sjá	sng
um	um	af
yfirstjórn	yfirstjórn	nveo
flutnings	flutningur	nkee
fólks	fólk	nhee
af	af	af
hættusvæðum	hættusvæði	nhfþ
ásamt	ásamt	af
aðstoð	aðstoð	nveþ
milli	milli	af
umdæma	umdæmi	nhfe
og	og	c
aðstoð	aðstoð	nveþ
ríkisstofnana	ríkisstofnun	nvfe
og	og	c
umsjón	umsjón	nveþ
með	með	af
almannavörnum	almannavarnir	nvfþ
í	í	af
héraði	hérað	nheþ
.	.	pl

Loks	loks	aa
sér	sjá	sfg3en
ríkislögreglustjóri	ríkislögreglustjóri	nken
um	um	af
ráðstafanir	ráðstöfun	nvfo
sem	sem	ct
ráðherra	ráðherra	nken
ákveður	ákveða	sfg3en
í	í	af
samráði	samráð	nheþ
við	við	af
hann	hann	fpkeo
.	.	pl

Hlutverk	hlutverk	nhen
almannavarnanefnda	almannavarnanefnd	nvfe
samkvæmt	samkvæmt	af
9.	9.	ta
gr.	gr.	ks
er	vera	sfg3en
að	að	cn
skipuleggja	skipuleggja	sng
og	og	c
annast	anna	snm
björgunar-	björgunarstarf	kt
og	og	c
hjálparstörf	hjálparstarf	nhfo
vegna	vegna	af
hættu	hætta	nvee
eða	eða	c
tjóns	tjón	nhee
sem	sem	ct
orðið	verða	sþghen
hefur	hafa	sfg3en
vegna	vegna	af
hernaðarátaka	hernaðarátök	nhfe
,	,	pk
náttúruhamfara	náttúruhamfarir	nvfe
eða	eða	c
af	af	af
annarri	annar	foveþ
vá	vá	nveþ
.	.	pl

Hlutverk	hlutverk	nhen
þeirra	hún	fpvfe
er	vera	sfg3en
að	að	cn
útbúa	útbúa	sng
áætlanir	áætlun	nvfo
um	um	af
skipulag	skipulag	nheo
almannavarna	almannavarnir	nvfe
í	í	af
samvinnu	samvinna	nveþ
við	við	af
ríkislögreglustjóra	ríkislögreglustjóri	nkeo
og	og	c
almannavarnaráð	almannavarnaráð	nheo
.	.	pl

Helztu	heldri	lvfnve
ráðstafanir	ráðstöfun	nvfn
sem	sem	ct
þær	hún	fpvfn
skulu	skulu	sfg3fn
sjá	sjá	sng
um	um	aa
í	í	af
umdæmum	umdæmi	nhfþ
sínum	sinn	fehfþ
í	í	af
samræmi	samræmi	nheþ
við	við	af
nánari	náinn	lvfovm
reglur	regla	nvfo
settar	setja	sþgvfo
af	af	af
ráðherra	ráðherra	nkeþ
eru	vera	sfg3fn
að	að	cn
skipuleggja	skipuleggja	sng
og	og	c
samræma	samræma	sng
hjálparstarf	hjálparstarf	nheo
og	og	c
hjálparlið	hjálparlið	nheo
,	,	pk
þjálfun	þjálfun	nveo
þeirra	það	fphfe
og	og	c
búnað	búnaður	nkeo
,	,	pk
hafa	hafa	sng
eftirlit	eftirlit	nheo
með	með	af
einkavörnum	einkavörn	nvfþ
í	í	af
íbúðarhúsum	íbúðarhús	nhfþ
,	,	pk
atvinnufyrirtækjum	atvinnufyrirtæki	nhfþ
og	og	c
stofnunum	stofnun	nvfþ
og	og	c
annast	anna	snm
leiðbeiningar	leiðbeining	nvfo
á	á	af
því	sá	faheþ
sviði	svið	nheþ
.	.	pl

Þeim	hún	fpvfþ
er	vera	sfg3en
ætlað	ætla	sþghen
að	að	cn
sjá	sjá	sng
um	um	af
byggingu	bygging	nveo
,	,	pk
búnað	búnaður	nkeo
og	og	c
rekstur	rekstur	nkeo
opinberra	opinber	lhfesf
öryggisbyrgja	öryggisbyrgi	nhfe
samkvæmt	samkvæmt	af
áætlun	áætlun	nveþ
samþykkti	samþykkja	x
af	af	af
ráðherra	ráðherra	nkeþ
,	,	pk
sjá	sjá	sng
uppbyggingu	uppbygging	nveo
og	og	c
rekstur	rekstur	nkeo
stjórnstöðvar	stjórnstöð	nvee
og	og	c
skipuleggja	skipuleggja	sng
og	og	c
byggja	byggja	sng
upp	upp	aa
fjarskipti	fjarskipti	nhfo
innan	innan	af
umdæmis	umdæmi	nhee
,	,	pk
auk	auk	af
birgðasöfnunar	birgðasöfnun	nvee
og	og	c
rekstur	rekstur	nkeo
birgðastöðva	birgðastöð	nvfe
.	.	pl

Þær	hún	fpvfn
skulu	skulu	sfg3fn
einnig	einnig	aa
annast	anna	sþmhen
undirbúning	undirbúningur	nkeo
og	og	c
aðstoð	aðstoð	nveo
vegna	vegna	af
brottflutnings	brottflutningur	nkee
fólks	fólk	nhee
og	og	c
móttöku	móttaka	nvee
fólks	fólk	nhee
af	af	af
hættusvæði	hættusvæði	nheþ
,	,	pk
auk	auk	af
annarra	annar	fovfe
ráðstafana	ráðstöfun	nvfe
sem	sem	ct
ráðherra	ráðherra	nken
ákveður	ákveða	sfg3en
að	að	af
fengnum	fenginn	lvfþsf
tillögum	tillaga	nvfþ
ríkislögreglustjóra	ríkislögreglustjóri	nkee
.	.	pl

2.2.	2.2.	ta

Skipulag	skipulag	nhen
almannavarna	almannavarnir	nvfe
í	í	af
Danmörku	Danmörk	nveþ-s
Skipulagi	skipulag	nheþ
almannavarna	almannavarnir	nvfe
í	í	af
Danmörku	Danmörk	nveþ-s
er	vera	sfg3en
á	á	af
annan	annar	fokeo
veg	vegur	nkeo
farið	fara	sþghen
en	en	c
á	á	af
Íslandi	Ísland	nheþ-s
.	.	pl

Þar	þar	aa
er	vera	sfg3en
ein	einn	tfven
stofnun	stofnun	nven
,	,	pk
Viðbúnaðarstofnunin	Viðbúnaðarstofnun	nvengs
(	(	pa
d	d	x
:	:	pa
Beredskabet	Beredskabet	n----s
)	)	pa
,	,	pk
sem	sem	ct
hefur	hafa	sfg3en
mun	munur	nkeþ
víðtækara	víðtækur	lheovm
hlutverk	hlutverk	nheo
en	en	c
Almannavarnadeild	Almannavarnadeild	nven-s
ríkislögreglustjóra	ríkislögreglustjóri	nkee
.	.	pl

Undir	undir	af
stofnunina	stofnun	nveog
falla	falla	sfg3fn
allir	allur	fokfn
viðbragðsaðilar	viðbragðsaðili	nkfn
í	í	af
Danmörku	Danmörk	nveþ-s
og	og	c
hún	hún	fpven
ber	bera	sfg3en
ábyrgð	ábyrgð	nveo
á	á	af
öllu	allur	foheþ
viðbúnaðarskipulagi	viðbúnaðarskipulag	nheþ
.	.	pl

2.2.1.	2.2.1.	ta

Almennt	almennt	aa
um	um	af
viðbúnaðarskipulag	viðbúnaðarskipulag	nheo
Um	um	af
almannavarnir	almannavarnir	nvfo
í	í	af
Danmörku	Danmörk	nveþ-s
gilda	gilda	sfg3fn
lög	lag	nhfn
sem	sem	ct
sett	setja	sþghfn
voru	vera	sfg3fþ
í	í	af
árslok	árslok	nhfo
1992	1992	ta
eftir	eftir	af
talsverðar	talsverður	lvfosf
umræður	umræða	nvfo
á	á	af
danska	danskur	lheþvf
löggjafarþinginu	löggjafarþing	nheþg
.	.	pl

Þau	það	fphfn
nefnast	nefna	sfm3fn
viðbúnaðarlögin	viðbúnaðarlag	nhfng
(	(	pa
d	d	x
:	:	pa
Beredskabsloven	Beredskabsloven	n----s
)	)	pa
.	.	pl

Í	í	af
1.	1.	ta
gr.	gr.	ks
þeirra	það	fphfe
fjallað	fjalla	sþghen
um	um	af
tilgang	tilgangur	nkeo
þess	sá	fahee
björgunarviðbúnaðarskipulags	björgunarviðbúnaðarskipulag	nhee
,	,	pk
sem	sem	ct
lögin	lag	nhfng
mæla	mæla	sfg3fn
fyrir	fyrir	aa
um	um	aa
,	,	pk
en	en	c
því	það	fpheþ
er	vera	sfg3en
ætlað	ætla	sþghen
að	að	cn
koma	koma	sng
í	í	af
veg	vegur	nkeo
fyrir	fyrir	aa
,	,	pk
takmarka	takmarka	sng
og	og	c
afstýra	afstýra	sng
tjóni	tjón	nheþ
á	á	af
fólki	fólk	nheþ
,	,	pk
eignum	eign	nvfþ
og	og	c
umhverfi	umhverfi	nheþ
þegar	þegar	c
slys	slys	nhen
og	og	c
hamfarir	hamför	nvfn
verða	verða	sfg3fn
.	.	pl

Undir	undir	af
lögin	lag	nhfog
falla	falla	sfg3fn
viðbúnaður	viðbúnaður	nken
og	og	c
viðbrögð	viðbragð	nhfn
þegar	þegar	c
stríðsaðgerðir	stríðsaðgerð	nvfn
standa	standa	sfg3fn
eða	eða	c
yfir	yfir	aa
vofir	vofa	sfg3en
hætta	hætta	nven
á	á	af
þessum	þessi	fakfþ
atburðum	atburður	nkfþ
.	.	pl

Björgunaraðgerðum	björgunaraðgerð	nvfþ
sem	sem	ct
gripið	grípa	sþghen
er	vera	sfg3en
til	til	aa
eftir	eftir	af
að	að	c
áföll	áfall	nhfn
eða	eða	c
slys	slys	nhfn
hafa	hafa	sfg3fn
orðið	verða	sþghen
er	vera	sfg3en
ætlað	ætla	sþghen
að	að	cn
koma	koma	sng
í	í	af
veg	vegur	nkeo
fyrir	fyrir	aa
og	og	c
draga	draga	sng
úr	úr	af
afleiðingum	afleiðing	nvfþ
þess	það	fphee
eftir	eftir	af
því	sá	faheþ
sem	sem	ct
kostur	kostur	nken
er	vera	sfg3en
.	.	pl

Í	í	af
Danmörku	Danmörk	nveþ-s
er	vera	sfg3en
Viðbúnaðarstjórnin	Viðbúnaðarstjórn	nvengs
ábyrg	ábyrgur	lvensf
fyrir	fyrir	af
almannavörnum	almannavarnir	nvfþ
.	.	pl

Viðbúnaðarstjórnin	Viðbúnaðarstjórn	nvengs
heyrði	heyra	sfg3eþ
í	í	af
upphafi	upphaf	nheþ
undir	undir	af
innanríkis-	innanríkisráðuneyti	kt
og	og	c
heilbrigðisráðuneytið	heilbrigðisráðuneyti	nheog
og	og	c
laut	lúta	sfg3eþ
upphaflega	upphaflega	aa
Viðbúnaðarlaganna	Viðbúnaðarlög	nhfegs
nr.	nr.	ks
1054	1054	ta
frá	frá	af
23.	23.	ta
desember	desember	nkeþ
1992	1992	ta
,	,	pk
og	og	c
tilskipun	tilskipun	nven
nr.	nr.	ks
219	219	ta
frá	frá	af
29.	29.	ta
maí	maí	nkeþ
1982	1982	ta
.	.	pl

Ný	nýr	lhfnsf
stofnlög	stofnlög	nhfn
um	um	af
viðbúnað	viðbúnaður	nkeo
voru	vera	sfg3fþ
sett	setja	sþghfn
2004	2004	ta
og	og	c
við	við	af
þá	sá	faveo
breytingu	breyting	nveo
fluttist	flytja	sfm3eþ
yfirstjórn	yfirstjórn	nven
Viðbúnaðarstjórnarinnar	Viðbúnaðarstjórn	nveegs
undir	undir	af
varnarmálaráðherra	varnarmálaráðherra	nkeo
.	.	pl

Viðbúnaðarlögin	viðbúnaðarlög	nhfng
komu	koma	sfg3fþ
í	í	af
stað	staður	nkeo
áður	áður	aa
gildandi	gildandi	lhfeof
laga	lag	nhfe
um	um	af
almannavarnir	almannavarnir	nvfo
,	,	pk
laga	lag	nhfe
um	um	af
eldvarnir	eldvörn	nvfo
og	og	c
laga	lag	nhfe
um	um	af
borgaralega	borgaralegur	lheovf
viðbúnaðarliðið	viðbúnaðarlið	nheog
.	.	pl

Æðsta	æðri	lvenve
stjórn	stjórn	nven
á	á	af
björgunarviðbrögðum	björgunarviðbragð	nhfþ
við	við	af
yfirvofandi	yfirvofandi	lveoof
hættu	hætta	nveo
í	í	af
Danmörku	Danmörk	nveþ-s
og	og	c
stjórnun	stjórnun	nven
björgunaraðgerða	björgunaraðgerð	nvfe
í	í	af
einstökum	einstakur	lhfþsf
sveitarfélögum	sveitarfélag	nhfþ
,	,	pk
er	vera	sfg3en
á	á	af
ábyrgð	ábyrgð	nveo
varnarmálaráðherra	varnarmálaráðherra	nkee
á	á	af
landsvísu	landsvísa	nveþ
.	.	pl

Það	það	fphen
tekur	taka	sfg3en
til	til	af
eftirlits	eftirlit	nhee
með	með	af
kjarnorku-	kjarnorkustofa	kt
og	og	c
efnafræðistofum	efnafræðistofa	nvfþ
.	.	pl

Varnarmálaráðherra	varnarmálaráðherra	nken
hefur	hafa	sfg3en
heimild	heimild	nveo
til	til	af
að	að	cn
nýta	nýta	sng
björgunarviðbúnað	björgunarviðbúnaður	nkeo
erlendis	erlendis	aa
á	á	af
friðartímum	friðartími	nkfþ
,	,	pk
í	í	af
því	sá	faheþ
tilviki	tilvik	nheþ
að	að	c
um	um	af
sé	vera	svg3en
að	að	cn
ræða	ræða	sng
hamfarir	hamför	nvfo
sem	sem	ct
valda	valda	sfg3fn
alvarlegu	alvarlegur	lheþsf
tjóni	tjón	nheþ
eða	eða	c
hafa	hafa	sfg3fn
í	í	af
för	för	nveþ
með	með	af
sér	sig	fpvfþ
yfirvofandi	yfirvofandi	lveoof
hættu	hætta	nveo
fyrir	fyrir	af
fólk	fólk	nheo
,	,	pk
eignir	eign	nvfo
eða	eða	c
umhverfi	umhverfi	nheo
.	.	pl

Í	í	af
Danmörku	Danmörk	nveþ-s
voru	vera	sfg3fþ
árið	ár	nheog
2005	2005	ta
alls	allur	fohee
275	275	ta
sveitarfélög	sveitarfélag	nhfn
og	og	c
var	vera	sfg3eþ
björgunarviðbrögðum	björgunarviðbragð	nhfþ
stýrt	stýra	sþghen
af	af	af
björgunarnefndum	björgunarnefnd	nvfþ
sem	sem	ct
sveitarstjórnir	sveitarstjórn	nvfn
skipa	skipa	sfg3fn
líkt	líkt	aa
og	og	c
gildir	gilda	sfg3en
um	um	af
almannavarnanefndir	almannavarnanefnd	nvfo
á	á	af
Íslandi	Ísland	nheþ-s
.	.	pl

Björgunarnefndunum	björgunarnefnd	nvfþg
er	vera	sfg3en
ætlað	ætla	sþghen
að	að	cn
ráða	ráða	sng
við	við	af
almennan	almennur	lkeosf
eldsvoða	eldsvoði	nkeo
og	og	c
aðrar	annar	fovfo
björgunaraðgerðir	björgunaraðgerð	nvfo
,	,	pk
ásamt	ásamt	af
móttöku	móttaka	nveþ
,	,	pk
skráningu	skráning	nveþ
og	og	c
því	það	fpheþ
að	að	cn
fæða	fæða	sng
fólk	fólk	nheo
eða	eða	c
annast	anna	snm
útdeilingu	útdeiling	nveo
matar	matur	nkee
til	til	af
þeirra	sá	fakfe
sem	sem	ct
hafa	hafa	sfg3fn
yfirgefið	yfirgefa	sþghen
heimili	heimili	nhfo
sín	sinn	fehfo
.	.	pl

Þeim	hún	fpvfþ
er	vera	sfg3en
jafnframt	jafnframt	aa
ætlað	ætla	sþghen
að	að	cn
fást	fá	snm
við	við	af
aðra	annar	foveo
ógn	ógn	nveo
af	af	af
völdum	vald	nhfþ
náttúruhamfara	náttúruhamfarir	nvfe
.	.	pl

Sveitarfélögum	sveitarfélag	nhfþ
í	í	af
Danmörku	Danmörk	nveþ-s
var	vera	sfg3eþ
fækkað	fækka	sþghen
í	í	af
98	98	ta
hinn	hinn	gkeo
1.	1.	ta
janúar	janúar	nkeo
2007	2007	ta
.	.	pl

2.2.2.	2.2.2.	ta

Skipulag	skipulag	nhen
á	á	af
friðartímum	friðartími	nkfþ
Á	á	af
friðartímum	friðartími	nkfþ
samanstendur	samanstanda	sfg3en
viðbúnaðarskipulag	viðbúnaðarskipulag	nhen
Danmerkur	Danmörk	nvee-s
af	af	af
sex	sex	tfvfþ
svæðismiðstöðvum	svæðismiðstöð	nvfþ
fyrir	fyrir	af
ríkisbjörgunarsveitir	ríkisbjörgunarsveit	nvfo
.	.	pl

Þegar	þegar	c
að	að	af
því	það	fpheþ
kemur	koma	sfg3en
að	að	cn
bregðast	bregða	snm
við	við	af
afleiðingum	afleiðing	nvfþ
stríðsaðgerða	stríðsaðgerð	nvfe
eru	vera	sfg3fn
40	40	ta
stærri	stór	lhfnvm
sveitarfélög	sveitarfélag	nhfn
fær	fær	lhfnsf
um	um	af
að	að	cn
veita	veita	sng
umsvifalaus	umsvifalaus	lhfosf
og	og	c
mun	munur	nkeþ
yfirgripsmeiri	yfirgripsmikill	lhfovm
viðbrögð	viðbragð	nhfo
.	.	pl

Skipulag	skipulag	nhen
kerfisins	kerfi	nheeg
í	í	af
Danmörku	Danmörk	nveþ-s
er	vera	sfg3en
grundvallað	grundvallaður	lhensf
á	á	af
dönsku	danskur	lhfþvf
viðbúnaðarlögunum	viðbúnaðarlög	nhfþg
sem	sem	ct
skapa	skapa	sng
lagagrunn	lagagrunnur	nkeo
sem	sem	ct
ætlað	ætla	sþghen
er	vera	sfg3en
að	að	cn
sameina	sameina	sng
í	í	af
eitt	einn	tfheo
viðbúnaðarskipulag	viðbúnaðarskipulag	nheo
alla	allur	fokfo
þá	sá	fakfo
sem	sem	ct
koma	koma	sfg3fn
að	að	af
björgun	björgun	nveþ
.	.	pl

Niðurstaðan	niðurstaða	nveng
er	vera	sfg3en
sú	sá	faven
að	að	c
til	til	aa
verður	verða	sfg3en
ein	einn	tfven
stjórnun	stjórnun	nven
viðbragðskerfis	viðbragðskerfi	nhee
á	á	af
sveitarstjórnarstigi	sveitarstjórnarstig	nheþ
og	og	c
ein	einn	tfven
miðlæg	miðlægur	lvensf
á	á	af
